archivo_a,archivo_b,similitud,tamanio_a_kb,extension
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,91.2,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 1. Evaluar ideas - Presentacion del proyecto.txt,89.68,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,github-recovery-codes.txt,54.59,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,93.36,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,Ejerpublica.java,38.37,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,Ejercicio02_Traspasos.java,63.44,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,Ejercicio03_Calculadora.java,63.44,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,Ejercicio01_Series.java,60.82,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,Ejercicio4_ProgModular.java,63.81,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,ThirdPartyNotices.txt,49.97,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,CodeHelper.md,48.96,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,51.29,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,50.35,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,43.91,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,LICENSE.txt,50.68,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,SECURITY.md,49.59,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,ThirdPartyNotices.txt,44.73,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,45.42,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,49.63,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,49.5,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,48.32,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,50.49,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,47.18,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,45.26,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,LICENSE.txt,51.16,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,49.9,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,50.17,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,46.7,0.37,.txt
receipt-2602_CFPSICB0_ONLINE_0489_2A_A-DAM_EC_Teorico_Practico_NF1_Multimedia_y_moviles.txt,README.md,48.67,0.37,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,92.84,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,50.07,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,94.01,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,96.54,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 2 PROFESSIONAL ENGLISH - LISTENING.txt,92.59,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF1 AccDatos.txt,93.16,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0490_2A_A-DAM EC NF1 Actividad Servicios y procesos.txt,90.75,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2602_CFPSICB0_ONLINE_0491_2A_A-DAM_EC_NF1_Sistemas_de_gestión_empresarial - Actividad 80 nota.txt,89.89,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2602_CFPSICB0_ONLINE_MPO_2A_A-DAM_EC01_NF1_GameDesign.txt,92.67,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0488_2A_A-DAM EC NF2 ACTIVIDAD DESARROLLO DE INTERFACES.txt,91.7,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 2. Organización del proyecto.txt,87.96,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,86.43,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 1. Evaluar ideas - Presentacion del proyecto.txt,85.05,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,github-recovery-codes.txt,55.0,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,88.71,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,Ejerpublica.java,40.71,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,Ejercicio02_Traspasos.java,61.5,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,Ejercicio03_Calculadora.java,61.76,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,Ejercicio01_Series.java,58.9,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,Ejercicio4_ProgModular.java,60.54,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,ThirdPartyNotices.txt,46.83,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,CodeHelper.md,48.71,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,50.75,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,49.24,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,44.42,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,LICENSE.txt,47.17,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,SECURITY.md,47.12,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,ThirdPartyNotices.txt,40.82,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,40.97,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,48.94,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,47.07,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,46.2,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,49.29,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,43.73,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,44.34,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,LICENSE.txt,47.63,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,48.27,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,49.01,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,43.44,0.32,.txt
receipt-250275105_0179_1A_A-Speaking_Examen 1ª convo. DAM_0179_ Inglés Profesional.txt,README.md,46.65,0.32,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,51.49,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,95.33,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,95.16,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 2 PROFESSIONAL ENGLISH - LISTENING.txt,90.66,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF1 AccDatos.txt,99.37,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0490_2A_A-DAM EC NF1 Actividad Servicios y procesos.txt,94.06,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2602_CFPSICB0_ONLINE_0491_2A_A-DAM_EC_NF1_Sistemas_de_gestión_empresarial - Actividad 80 nota.txt,92.37,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2602_CFPSICB0_ONLINE_MPO_2A_A-DAM_EC01_NF1_GameDesign.txt,93.35,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0488_2A_A-DAM EC NF2 ACTIVIDAD DESARROLLO DE INTERFACES.txt,94.18,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 2. Organización del proyecto.txt,89.72,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,89.06,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 1. Evaluar ideas - Presentacion del proyecto.txt,86.64,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,github-recovery-codes.txt,57.01,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,90.88,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,Ejerpublica.java,41.12,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,Ejercicio02_Traspasos.java,63.55,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,Ejercicio03_Calculadora.java,64.85,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,Ejercicio01_Series.java,59.78,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,Ejercicio4_ProgModular.java,64.39,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,ThirdPartyNotices.txt,49.69,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,CodeHelper.md,50.22,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,51.26,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,51.65,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,43.87,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,LICENSE.txt,49.43,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,SECURITY.md,51.5,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,ThirdPartyNotices.txt,43.2,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,44.6,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,49.51,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,49.36,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,47.45,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,49.6,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,45.84,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,46.25,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,LICENSE.txt,50.11,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,49.68,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,50.54,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,45.27,0.31,.txt
receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF4 AccDatos.txt,README.md,48.33,0.31,.txt
README.md,receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,51.19,0.23,.md
README.md,receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,50.39,0.23,.md
README.md,receipt-250275105_0179_1A_A-DAM EC TEST NF 2 PROFESSIONAL ENGLISH - LISTENING.txt,48.65,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF1 AccDatos.txt,50.87,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0490_2A_A-DAM EC NF1 Actividad Servicios y procesos.txt,53.35,0.23,.md
README.md,receipt-2602_CFPSICB0_ONLINE_0491_2A_A-DAM_EC_NF1_Sistemas_de_gestión_empresarial - Actividad 80 nota.txt,52.28,0.23,.md
README.md,receipt-2602_CFPSICB0_ONLINE_MPO_2A_A-DAM_EC01_NF1_GameDesign.txt,51.17,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0488_2A_A-DAM EC NF2 ACTIVIDAD DESARROLLO DE INTERFACES.txt,55.26,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 2. Organización del proyecto.txt,52.84,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,51.15,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 1. Evaluar ideas - Presentacion del proyecto.txt,50.5,0.23,.md
README.md,github-recovery-codes.txt,49.56,0.23,.md
README.md,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,52.82,0.23,.md
README.md,Ejerpublica.java,47.48,0.23,.md
README.md,Ejercicio02_Traspasos.java,51.8,0.23,.md
README.md,Ejercicio03_Calculadora.java,58.46,0.23,.md
README.md,Ejercicio01_Series.java,48.23,0.23,.md
README.md,Ejercicio4_ProgModular.java,52.78,0.23,.md
README.md,ThirdPartyNotices.txt,50.97,0.23,.md
README.md,CodeHelper.md,59.24,0.23,.md
README.md,README.md,62.5,0.23,.md
README.md,README.md,59.76,0.23,.md
README.md,README.md,57.97,0.23,.md
README.md,LICENSE.txt,47.37,0.23,.md
README.md,SECURITY.md,58.55,0.23,.md
README.md,ThirdPartyNotices.txt,49.88,0.23,.md
README.md,README.md,55.05,0.23,.md
README.md,README.md,60.24,0.23,.md
README.md,README.md,59.13,0.23,.md
README.md,README.md,59.67,0.23,.md
README.md,README.md,59.95,0.23,.md
README.md,README.md,60.73,0.23,.md
README.md,README.md,53.92,0.23,.md
README.md,LICENSE.txt,49.06,0.23,.md
README.md,README.md,60.62,0.23,.md
README.md,README.md,57.5,0.23,.md
README.md,README.md,59.18,0.23,.md
README.md,README.md,61.41,0.23,.md
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,96.12,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 2 PROFESSIONAL ENGLISH - LISTENING.txt,90.93,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF1 AccDatos.txt,95.29,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0490_2A_A-DAM EC NF1 Actividad Servicios y procesos.txt,94.17,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2602_CFPSICB0_ONLINE_0491_2A_A-DAM_EC_NF1_Sistemas_de_gestión_empresarial - Actividad 80 nota.txt,93.68,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2602_CFPSICB0_ONLINE_MPO_2A_A-DAM_EC01_NF1_GameDesign.txt,92.17,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0488_2A_A-DAM EC NF2 ACTIVIDAD DESARROLLO DE INTERFACES.txt,93.73,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 2. Organización del proyecto.txt,89.94,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,88.52,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 1. Evaluar ideas - Presentacion del proyecto.txt,86.68,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,github-recovery-codes.txt,55.26,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,90.99,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,Ejerpublica.java,39.56,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,Ejercicio02_Traspasos.java,62.59,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,Ejercicio03_Calculadora.java,64.24,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,Ejercicio01_Series.java,60.11,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,Ejercicio4_ProgModular.java,62.95,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,ThirdPartyNotices.txt,49.48,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,CodeHelper.md,50.56,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,52.16,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,51.37,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,43.16,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,LICENSE.txt,49.47,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,SECURITY.md,49.48,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,ThirdPartyNotices.txt,42.88,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,43.5,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,50.33,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,49.85,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,48.09,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,47.47,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,45.93,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,44.7,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,LICENSE.txt,50.53,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,50.42,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,51.56,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,45.79,0.28,.txt
receipt-2509_DAM_O_EE_2A-Aplazamiento.txt,README.md,48.88,0.28,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-250275105_0179_1A_A-DAM EC TEST NF 2 PROFESSIONAL ENGLISH - LISTENING.txt,94.6,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2509_CFPSICB0_ONLINE_0486_2A_A-DAM EC NF1 AccDatos.txt,94.74,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2509_CFPSICB0_ONLINE_0490_2A_A-DAM EC NF1 Actividad Servicios y procesos.txt,92.23,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2602_CFPSICB0_ONLINE_0491_2A_A-DAM_EC_NF1_Sistemas_de_gestión_empresarial - Actividad 80 nota.txt,91.43,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2602_CFPSICB0_ONLINE_MPO_2A_A-DAM_EC01_NF1_GameDesign.txt,93.56,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2509_CFPSICB0_ONLINE_0488_2A_A-DAM EC NF2 ACTIVIDAD DESARROLLO DE INTERFACES.txt,93.69,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-DAM Entregable 2. Organización del proyecto.txt,88.42,0.31,.txt
receipt-250275105_0179_1A_A-DAM EC TEST NF 1 PROFESSIONAL ENGLISH- SPEAKING.txt,receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 5. Estructura del proyecto  Maquetación  Usabilidad.txt,87.14,0.31,.txt
