archivo_a,archivo_b,similitud,tamanio_a_kb,extension
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,50.77,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,49.15,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,48.6,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,50.59,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,48.6,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,45.26,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,LICENSE.txt,50.04,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,50.49,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,52.49,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,46.93,0.39,.txt
receipt-2509_CFPSICB0_ONLINE_0492_2A_A-Entregable 6. PruebasTesteo de código.txt,README.md,49.85,0.39,.txt
Ejerpublica.java,Ejercicio02_Traspasos.java,58.02,1.66,.java
Ejerpublica.java,Ejercicio03_Calculadora.java,51.55,1.66,.java
Ejerpublica.java,Ejercicio01_Series.java,60.15,1.66,.java
Ejerpublica.java,Ejercicio4_ProgModular.java,57.12,1.66,.java
Ejerpublica.java,ThirdPartyNotices.txt,50.02,1.66,.java
Ejerpublica.java,CodeHelper.md,47.53,1.66,.java
Ejerpublica.java,README.md,51.71,1.66,.java
Ejerpublica.java,README.md,52.04,1.66,.java
Ejerpublica.java,README.md,54.52,1.66,.java
Ejerpublica.java,LICENSE.txt,45.16,1.66,.java
Ejerpublica.java,SECURITY.md,48.14,1.66,.java
Ejerpublica.java,ThirdPartyNotices.txt,46.48,1.66,.java
Ejerpublica.java,README.md,49.3,1.66,.java
Ejerpublica.java,README.md,50.9,1.66,.java
Ejerpublica.java,README.md,49.63,1.66,.java
Ejerpublica.java,README.md,51.94,1.66,.java
Ejerpublica.java,README.md,54.26,1.66,.java
Ejerpublica.java,README.md,51.17,1.66,.java
Ejerpublica.java,README.md,46.14,1.66,.java
Ejerpublica.java,LICENSE.txt,44.83,1.66,.java
Ejerpublica.java,README.md,49.85,1.66,.java
Ejerpublica.java,README.md,49.94,1.66,.java
Ejerpublica.java,README.md,46.79,1.66,.java
Ejerpublica.java,README.md,54.51,1.66,.java
Ejercicio02_Traspasos.java,Ejercicio03_Calculadora.java,88.53,4.83,.java
Ejercicio02_Traspasos.java,Ejercicio01_Series.java,90.72,4.83,.java
Ejercicio02_Traspasos.java,Ejercicio4_ProgModular.java,92.9,4.83,.java
Ejercicio02_Traspasos.java,ThirdPartyNotices.txt,60.14,4.83,.java
Ejercicio02_Traspasos.java,CodeHelper.md,51.69,4.83,.java
Ejercicio02_Traspasos.java,README.md,59.3,4.83,.java
Ejercicio02_Traspasos.java,README.md,59.29,4.83,.java
Ejercicio02_Traspasos.java,README.md,51.38,4.83,.java
Ejercicio02_Traspasos.java,LICENSE.txt,52.41,4.83,.java
Ejercicio02_Traspasos.java,SECURITY.md,52.54,4.83,.java
Ejercicio02_Traspasos.java,ThirdPartyNotices.txt,49.05,4.83,.java
Ejercicio02_Traspasos.java,README.md,52.79,4.83,.java
Ejercicio02_Traspasos.java,README.md,57.33,4.83,.java
Ejercicio02_Traspasos.java,README.md,56.22,4.83,.java
Ejercicio02_Traspasos.java,README.md,57.08,4.83,.java
Ejercicio02_Traspasos.java,README.md,56.28,4.83,.java
Ejercicio02_Traspasos.java,README.md,56.07,4.83,.java
Ejercicio02_Traspasos.java,README.md,51.01,4.83,.java
Ejercicio02_Traspasos.java,LICENSE.txt,52.73,4.83,.java
Ejercicio02_Traspasos.java,README.md,57.22,4.83,.java
Ejercicio02_Traspasos.java,README.md,57.74,4.83,.java
Ejercicio02_Traspasos.java,README.md,50.71,4.83,.java
Ejercicio02_Traspasos.java,README.md,57.44,4.83,.java
Ejercicio03_Calculadora.java,Ejercicio01_Series.java,85.1,7.01,.java
Ejercicio03_Calculadora.java,Ejercicio4_ProgModular.java,87.37,7.01,.java
Ejercicio03_Calculadora.java,ThirdPartyNotices.txt,55.01,7.01,.java
Ejercicio03_Calculadora.java,CodeHelper.md,51.12,7.01,.java
Ejercicio03_Calculadora.java,README.md,56.51,7.01,.java
Ejercicio03_Calculadora.java,README.md,57.17,7.01,.java
Ejercicio03_Calculadora.java,README.md,44.87,7.01,.java
Ejercicio03_Calculadora.java,LICENSE.txt,48.94,7.01,.java
Ejercicio03_Calculadora.java,SECURITY.md,50.77,7.01,.java
Ejercicio03_Calculadora.java,ThirdPartyNotices.txt,43.06,7.01,.java
Ejercicio03_Calculadora.java,README.md,46.41,7.01,.java
Ejercicio03_Calculadora.java,README.md,55.42,7.01,.java
Ejercicio03_Calculadora.java,README.md,55.39,7.01,.java
Ejercicio03_Calculadora.java,README.md,54.98,7.01,.java
Ejercicio03_Calculadora.java,README.md,54.23,7.01,.java
Ejercicio03_Calculadora.java,README.md,51.75,7.01,.java
Ejercicio03_Calculadora.java,README.md,47.42,7.01,.java
Ejercicio03_Calculadora.java,LICENSE.txt,49.6,7.01,.java
Ejercicio03_Calculadora.java,README.md,54.96,7.01,.java
Ejercicio03_Calculadora.java,README.md,54.11,7.01,.java
Ejercicio03_Calculadora.java,README.md,48.71,7.01,.java
Ejercicio03_Calculadora.java,README.md,55.31,7.01,.java
Ejercicio01_Series.java,Ejercicio4_ProgModular.java,89.5,1.33,.java
Ejercicio01_Series.java,ThirdPartyNotices.txt,55.39,1.33,.java
Ejercicio01_Series.java,CodeHelper.md,50.87,1.33,.java
Ejercicio01_Series.java,README.md,57.9,1.33,.java
Ejercicio01_Series.java,README.md,56.82,1.33,.java
Ejercicio01_Series.java,README.md,49.46,1.33,.java
Ejercicio01_Series.java,LICENSE.txt,46.73,1.33,.java
Ejercicio01_Series.java,SECURITY.md,46.76,1.33,.java
Ejercicio01_Series.java,ThirdPartyNotices.txt,44.12,1.33,.java
Ejercicio01_Series.java,README.md,48.97,1.33,.java
Ejercicio01_Series.java,README.md,55.89,1.33,.java
Ejercicio01_Series.java,README.md,55.36,1.33,.java
Ejercicio01_Series.java,README.md,55.67,1.33,.java
Ejercicio01_Series.java,README.md,52.62,1.33,.java
Ejercicio01_Series.java,README.md,54.02,1.33,.java
Ejercicio01_Series.java,README.md,46.0,1.33,.java
Ejercicio01_Series.java,LICENSE.txt,47.01,1.33,.java
Ejercicio01_Series.java,README.md,55.55,1.33,.java
Ejercicio01_Series.java,README.md,56.05,1.33,.java
Ejercicio01_Series.java,README.md,49.2,1.33,.java
Ejercicio01_Series.java,README.md,56.31,1.33,.java
Ejercicio4_ProgModular.java,ThirdPartyNotices.txt,59.92,6.37,.java
Ejercicio4_ProgModular.java,CodeHelper.md,53.52,6.37,.java
Ejercicio4_ProgModular.java,README.md,60.69,6.37,.java
Ejercicio4_ProgModular.java,README.md,60.01,6.37,.java
Ejercicio4_ProgModular.java,README.md,49.27,6.37,.java
Ejercicio4_ProgModular.java,LICENSE.txt,52.03,6.37,.java
Ejercicio4_ProgModular.java,SECURITY.md,52.78,6.37,.java
Ejercicio4_ProgModular.java,ThirdPartyNotices.txt,47.95,6.37,.java
Ejercicio4_ProgModular.java,README.md,51.99,6.37,.java
Ejercicio4_ProgModular.java,README.md,60.21,6.37,.java
Ejercicio4_ProgModular.java,README.md,57.6,6.37,.java
Ejercicio4_ProgModular.java,README.md,59.25,6.37,.java
Ejercicio4_ProgModular.java,README.md,54.71,6.37,.java
Ejercicio4_ProgModular.java,README.md,56.72,6.37,.java
Ejercicio4_ProgModular.java,README.md,52.2,6.37,.java
Ejercicio4_ProgModular.java,LICENSE.txt,52.43,6.37,.java
Ejercicio4_ProgModular.java,README.md,59.65,6.37,.java
Ejercicio4_ProgModular.java,README.md,59.58,6.37,.java
Ejercicio4_ProgModular.java,README.md,52.64,6.37,.java
Ejercicio4_ProgModular.java,README.md,59.78,6.37,.java
ThirdPartyNotices.txt,CodeHelper.md,56.48,878.85,.txt
ThirdPartyNotices.txt,README.md,66.66,878.85,.txt
ThirdPartyNotices.txt,README.md,64.08,878.85,.txt
ThirdPartyNotices.txt,README.md,61.33,878.85,.txt
ThirdPartyNotices.txt,LICENSE.txt,70.36,878.85,.txt
ThirdPartyNotices.txt,SECURITY.md,64.4,878.85,.txt
ThirdPartyNotices.txt,ThirdPartyNotices.txt,69.93,878.85,.txt
ThirdPartyNotices.txt,README.md,64.86,878.85,.txt
ThirdPartyNotices.txt,README.md,65.19,878.85,.txt
ThirdPartyNotices.txt,README.md,60.23,878.85,.txt
ThirdPartyNotices.txt,README.md,62.8,878.85,.txt
ThirdPartyNotices.txt,README.md,66.67,878.85,.txt
ThirdPartyNotices.txt,README.md,62.61,878.85,.txt
ThirdPartyNotices.txt,README.md,64.54,878.85,.txt
ThirdPartyNotices.txt,LICENSE.txt,71.98,878.85,.txt
ThirdPartyNotices.txt,README.md,68.31,878.85,.txt
ThirdPartyNotices.txt,README.md,67.12,878.85,.txt
ThirdPartyNotices.txt,README.md,60.1,878.85,.txt
ThirdPartyNotices.txt,README.md,65.07,878.85,.txt
CodeHelper.md,README.md,70.0,0.21,.md
CodeHelper.md,README.md,66.05,0.21,.md
CodeHelper.md,README.md,62.27,0.21,.md
CodeHelper.md,LICENSE.txt,61.18,0.21,.md
CodeHelper.md,SECURITY.md,66.12,0.21,.md
CodeHelper.md,ThirdPartyNotices.txt,63.87,0.21,.md
CodeHelper.md,README.md,62.65,0.21,.md
CodeHelper.md,README.md,74.66,0.21,.md
CodeHelper.md,README.md,71.02,0.21,.md
CodeHelper.md,README.md,73.81,0.21,.md
CodeHelper.md,README.md,67.67,0.21,.md
CodeHelper.md,README.md,67.32,0.21,.md
CodeHelper.md,README.md,67.98,0.21,.md
CodeHelper.md,LICENSE.txt,62.13,0.21,.md
CodeHelper.md,README.md,75.62,0.21,.md
CodeHelper.md,README.md,68.96,0.21,.md
CodeHelper.md,README.md,65.22,0.21,.md
CodeHelper.md,README.md,73.2,0.21,.md
README.md,README.md,88.13,0.28,.md
README.md,README.md,66.78,0.28,.md
README.md,LICENSE.txt,69.44,0.28,.md
README.md,SECURITY.md,64.12,0.28,.md
README.md,ThirdPartyNotices.txt,65.17,0.28,.md
README.md,README.md,66.18,0.28,.md
README.md,README.md,89.37,0.28,.md
README.md,README.md,88.36,0.28,.md
README.md,README.md,88.5,0.28,.md
README.md,README.md,66.22,0.28,.md
README.md,README.md,76.92,0.28,.md
README.md,README.md,68.01,0.28,.md
README.md,LICENSE.txt,71.17,0.28,.md
README.md,README.md,87.95,0.28,.md
README.md,README.md,92.27,0.28,.md
README.md,README.md,83.46,0.28,.md
README.md,README.md,89.58,0.28,.md
README.md,README.md,66.25,0.19,.md
README.md,LICENSE.txt,67.49,0.19,.md
README.md,SECURITY.md,61.86,0.19,.md
README.md,ThirdPartyNotices.txt,60.79,0.19,.md
README.md,README.md,62.37,0.19,.md
README.md,README.md,85.57,0.19,.md
README.md,README.md,86.59,0.19,.md
README.md,README.md,84.55,0.19,.md
README.md,README.md,66.18,0.19,.md
README.md,README.md,76.37,0.19,.md
README.md,README.md,69.21,0.19,.md
README.md,LICENSE.txt,69.46,0.19,.md
README.md,README.md,83.06,0.19,.md
README.md,README.md,84.6,0.19,.md
README.md,README.md,80.81,0.19,.md
README.md,README.md,86.42,0.19,.md
README.md,LICENSE.txt,54.8,1.06,.md
README.md,SECURITY.md,61.52,1.06,.md
README.md,ThirdPartyNotices.txt,56.38,1.06,.md
README.md,README.md,62.0,1.06,.md
README.md,README.md,69.91,1.06,.md
README.md,README.md,60.69,1.06,.md
README.md,README.md,66.16,1.06,.md
README.md,README.md,71.87,1.06,.md
README.md,README.md,68.37,1.06,.md
README.md,README.md,65.22,1.06,.md
README.md,LICENSE.txt,55.76,1.06,.md
README.md,README.md,68.14,1.06,.md
README.md,README.md,67.03,1.06,.md
README.md,README.md,58.82,1.06,.md
README.md,README.md,66.14,1.06,.md
LICENSE.txt,SECURITY.md,62.4,1.11,.txt
LICENSE.txt,ThirdPartyNotices.txt,73.67,1.11,.txt
LICENSE.txt,README.md,56.57,1.11,.txt
LICENSE.txt,README.md,66.98,1.11,.txt
LICENSE.txt,README.md,66.33,1.11,.txt
LICENSE.txt,README.md,66.48,1.11,.txt
LICENSE.txt,README.md,61.82,1.11,.txt
LICENSE.txt,README.md,58.42,1.11,.txt
LICENSE.txt,README.md,58.92,1.11,.txt
LICENSE.txt,LICENSE.txt,99.02,1.11,.txt
LICENSE.txt,README.md,67.99,1.11,.txt
LICENSE.txt,README.md,65.9,1.11,.txt
LICENSE.txt,README.md,63.66,1.11,.txt
LICENSE.txt,README.md,67.2,1.11,.txt
SECURITY.md,ThirdPartyNotices.txt,58.62,2.76,.md
SECURITY.md,README.md,55.01,2.76,.md
SECURITY.md,README.md,65.17,2.76,.md
SECURITY.md,README.md,61.79,2.76,.md
SECURITY.md,README.md,60.11,2.76,.md
SECURITY.md,README.md,66.99,2.76,.md
SECURITY.md,README.md,62.54,2.76,.md
SECURITY.md,README.md,67.04,2.76,.md
SECURITY.md,LICENSE.txt,63.44,2.76,.md
SECURITY.md,README.md,65.53,2.76,.md
SECURITY.md,README.md,63.17,2.76,.md
SECURITY.md,README.md,57.22,2.76,.md
SECURITY.md,README.md,63.07,2.76,.md
ThirdPartyNotices.txt,README.md,79.67,1.75,.txt
ThirdPartyNotices.txt,README.md,63.95,1.75,.txt
ThirdPartyNotices.txt,README.md,59.49,1.75,.txt
ThirdPartyNotices.txt,README.md,63.42,1.75,.txt
ThirdPartyNotices.txt,README.md,67.29,1.75,.txt
ThirdPartyNotices.txt,README.md,57.15,1.75,.txt
ThirdPartyNotices.txt,README.md,59.31,1.75,.txt
ThirdPartyNotices.txt,LICENSE.txt,74.17,1.75,.txt
ThirdPartyNotices.txt,README.md,66.38,1.75,.txt
ThirdPartyNotices.txt,README.md,65.16,1.75,.txt
ThirdPartyNotices.txt,README.md,61.58,1.75,.txt
ThirdPartyNotices.txt,README.md,64.82,1.75,.txt
README.md,README.md,65.88,1.66,.md
README.md,README.md,60.42,1.66,.md
README.md,README.md,65.27,1.66,.md
README.md,README.md,66.18,1.66,.md
README.md,README.md,64.66,1.66,.md
README.md,README.md,59.51,1.66,.md
README.md,LICENSE.txt,57.57,1.66,.md
README.md,README.md,67.93,1.66,.md
README.md,README.md,67.05,1.66,.md
README.md,README.md,66.8,1.66,.md
README.md,README.md,66.27,1.66,.md
README.md,README.md,86.22,0.45,.md
README.md,README.md,93.45,0.45,.md
README.md,README.md,70.32,0.45,.md
README.md,README.md,76.74,0.45,.md
README.md,README.md,73.24,0.45,.md
README.md,LICENSE.txt,68.42,0.45,.md
README.md,README.md,94.18,0.45,.md
README.md,README.md,87.85,0.45,.md
README.md,README.md,81.26,0.45,.md
README.md,README.md,91.06,0.45,.md
README.md,README.md,91.48,0.12,.md
README.md,README.md,60.56,0.12,.md
README.md,README.md,74.27,0.12,.md
README.md,README.md,64.46,0.12,.md
README.md,LICENSE.txt,67.85,0.12,.md
README.md,README.md,88.67,0.12,.md
README.md,README.md,83.57,0.12,.md
README.md,README.md,82.06,0.12,.md
README.md,README.md,91.78,0.12,.md
README.md,README.md,68.14,0.28,.md
README.md,README.md,77.19,0.28,.md
README.md,README.md,68.66,0.28,.md
README.md,LICENSE.txt,67.8,0.28,.md
README.md,README.md,91.97,0.28,.md
README.md,README.md,85.93,0.28,.md
README.md,README.md,83.22,0.28,.md
README.md,README.md,94.2,0.28,.md
README.md,README.md,68.42,13.85,.md
README.md,README.md,65.66,13.85,.md
README.md,LICENSE.txt,62.39,13.85,.md
README.md,README.md,70.69,13.85,.md
README.md,README.md,63.47,13.85,.md
README.md,README.md,60.35,13.85,.md
README.md,README.md,68.2,13.85,.md
README.md,README.md,65.54,0.56,.md
README.md,LICENSE.txt,59.48,0.56,.md
README.md,README.md,77.75,0.56,.md
README.md,README.md,75.22,0.56,.md
README.md,README.md,71.1,0.56,.md
README.md,README.md,78.53,0.56,.md
README.md,LICENSE.txt,60.58,1.92,.md
README.md,README.md,74.49,1.92,.md
README.md,README.md,67.71,1.92,.md
README.md,README.md,67.42,1.92,.md
README.md,README.md,69.54,1.92,.md
LICENSE.txt,README.md,69.43,1.13,.txt
LICENSE.txt,README.md,67.7,1.13,.txt
LICENSE.txt,README.md,65.12,1.13,.txt
LICENSE.txt,README.md,68.59,1.13,.txt
README.md,README.md,85.45,0.47,.md
README.md,README.md,82.69,0.47,.md
README.md,README.md,93.45,0.47,.md
README.md,README.md,82.0,0.3,.md
README.md,README.md,85.76,0.3,.md
README.md,README.md,82.77,0.31,.md
